place	time	pace	age	gender	state
4870	98.07	9.807	31	F	PA
4407	91.83	9.183	28	M	VA
6053	103.37	10.337	48	M	MD
7980	112.13	11.213	30	F	VA
2467	89.18	8.918	31	F	VA
1451	84.37	8.437	36	F	VA
2010	78.67	7.867	44	M	MD
6648	104.88	10.488	42	F	VA
1719	85.93	8.593	31	F	PA
7706	110.25	11.025	57	F	VA
5922	102.18	10.218	29	M	DC
559	76.93	7.693	27	F	DC
6425	104.03	10.403	27	F	DC
2094	79.1	7.91	43	M	VA
4843	97.95	9.795	57	F	VA
1615	85.37	8.537	35	F	DC
8740	117.88	11.788	28	F	MD
1291	83.28	8.328	34	F	MD
2814	90.7	9.07	26	F	VA
3670	87.77	8.777	29	M	VA
9686	141.03	14.103	35	F	MD
4430	91.95	9.195	56	M	PA
2838	90.8	9.08	35	F	DC
2623	89.92	8.992	34	F	MD
6638	111.5	11.15	24	M	DC
7020	122.6	12.26	36	M	MD
4401	96.57	9.657	39	F	VA
2451	89.12	8.912	20	F	CA
1208	73.6	7.36	27	M	NY
3954	89.25	8.925	38	M	VA
3529	87.08	8.708	33	M	MD
246	62.92	6.292	33	M	MD
2440	81.22	8.122	32	M	DC
1638	85.47	8.547	29	F	DC
1576	85.15	8.515	54	F	FL
27	61.78	6.178	23	F	VA
9720	149.6	14.96	44	F	VA
9345	127.32	12.732	50	F	MD
3776	94.42	9.442	60	F	MI
7325	108.05	10.805	44	F	GA
6963	120.02	12.002	35	M	VA
5023	95.47	9.547	42	M	VA
841	79.78	7.978	33	F	DC
8157	113.38	11.338	38	F	DC
4161	95.77	9.577	30	F	VA
5421	100.08	10.008	44	F	NJ
1301	74.37	7.437	33	M	VA
758	69.75	6.975	25	M	MD
7290	107.87	10.787	30	F	DC
4902	94.75	9.475	32	M	DC
8255	114.08	11.408	40	F	PA
579	67.9	6.79	23	M	DC
5999	102.9	10.29	27	M	PA
237	72.18	7.218	30	F	NY
6687	105.03	10.503	28	F	VA
1775	77.42	7.742	42	M	DC
8437	115.35	11.535	28	F	VA
3535	93.6	9.36	38	F	VA
3333	92.8	9.28	38	F	MD
6529	109.37	10.937	34	M	VA
5265	97.02	9.702	29	M	NY
4106	95.58	9.558	27	F	VA
2658	90.05	9.005	42	F	VA
5175	99.13	9.913	34	F	MD
7428	108.57	10.857	35	F	DC
7735	110.43	11.043	30	F	VA
6850	116.32	11.632	32	M	VA
6750	113.95	11.395	58	M	VA
7087	107.02	10.702	27	F	NY
9413	128.73	12.873	22	F	MD
6944	119.43	11.943	48	M	PA
2204	88.05	8.805	35	F	MD
4440	96.68	9.668	53	F	VA
3992	95.18	9.518	19	F	DC
9519	131.75	13.175	52	F	PA
5963	102.13	10.213	47	F	VA
7542	109.22	10.922	21	F	MD
2453	81.28	8.128	30	M	DC
5436	100.12	10.012	22	F	VA
8460	115.5	11.55	28	F	VA
5423	98	9.8	29	M	DC
2513	89.38	8.938	34	F	VA
3122	91.93	9.193	54	F	VA
5199	99.25	9.925	30	F	NY
859	79.92	7.992	21	F	PA
2622	89.92	8.992	38	F	MD
5840	101.63	10.163	30	F	DC
3729	88.07	8.807	54	M	IN
1304	83.37	8.337	42	F	VA
4756	97.68	9.768	36	F	DC
2541	81.85	8.185	28	M	DC
6717	105.15	10.515	52	F	MD
3675	87.78	8.778	28	M	NY
632	77.82	7.782	36	F	VA
1710	85.88	8.588	25	F	DC
5417	97.98	9.798	29	M	DC
8804	118.57	11.857	25	F	NJ
6290	103.52	10.352	44	F	VA
1520	75.85	7.585	26	M	DC
195	70.88	7.088	23	F	PA
2819	90.72	9.072	34	F	MD
3862	94.73	9.473	31	F	VA
5071	98.78	9.878	34	F	VA
4941	98.3	9.83	41	F	GA
8076	112.83	11.283	50	F	MD
9070	121.88	12.188	57	F	NY
1267	83.12	8.312	31	F	VA
8365	114.87	11.487	21	F	VA
1769	86.17	8.617	32	F	VA
2690	90.2	9.02	24	F	NY
4720	97.53	9.753	52	F	VA
659	68.77	6.877	47	M	VA
1637	76.55	7.655	23	M	WV
6231	105.5	10.55	29	M	DC
3168	92.15	9.215	32	F	MD
1013	72.13	7.213	38	M	MD
6754	113.97	11.397	36	M	DC
2802	83.37	8.337	31	M	MD
2085	79.07	7.907	31	M	VA
6613	104.77	10.477	24	F	VA
6233	103.27	10.327	25	F	DC
7691	110.13	11.013	23	F	VA
261	72.77	7.277	30	F	PA
6573	104.58	10.458	53	F	VA
4917	98.22	9.822	27	F	VA
4236	95.98	9.598	36	F	VA
9527	131.9	13.19	48	F	OH
5785	100.87	10.087	46	M	VA
2973	84.42	8.442	32	M	VA
9091	122.28	12.228	32	F	VA
3932	94.98	9.498	31	F	DC
3717	87.98	8.798	30	M	MD
5127	96.12	9.612	40	M	MD
4976	95.1	9.51	39	M	MD
3134	85.1	8.51	40	M	NC
4616	92.93	9.293	53	M	MD
9143	123.08	12.308	38	F	MD
548	67.58	6.758	24	M	DC
8183	113.6	11.36	36	F	NY
8024	112.43	11.243	33	F	DC
2267	88.33	8.833	33	F	DC
3943	95.03	9.503	33	F	MD
1370	83.78	8.378	46	F	VA
1793	86.27	8.627	44	F	VA
403	65.63	6.563	30	M	NY
8510	115.82	11.582	42	F	PA
4792	94.05	9.405	47	M	MD
4277	96.1	9.61	26	F	DC
4873	94.6	9.46	56	M	VA
6475	104.22	10.422	28	F	TX
1582	85.17	8.517	33	F	MD
1677	85.63	8.563	33	F	MD
5268	99.5	9.95	37	F	VA
6624	104.82	10.482	35	F	DC
6817	115.43	11.543	68	M	VA
4032	89.7	8.97	46	M	NJ
526	76.55	7.655	54	F	MD
3006	91.52	9.152	28	F	DC
5397	100	10	35	F	DC
2609	82.27	8.227	23	M	MD
2537	89.5	8.95	25	F	PA
1833	86.43	8.643	65	F	MD
479	66.68	6.668	41	M	VA
5720	101.15	10.115	33	F	DC
3986	89.38	8.938	54	M	PA
1028	81.35	8.135	21	F	MD
5034	95.55	9.555	41	M	DC
1748	86.07	8.607	27	F	VA
5698	101.07	10.107	53	F	VA
7112	130.65	13.065	65	M	VA
7094	129.45	12.945	46	M	MD
4954	98.37	9.837	22	F	MD
3495	86.93	8.693	43	M	VA
8087	112.88	11.288	33	F	MD
2545	81.87	8.187	30	M	MD
689	78.4	7.84	24	F	MD
7824	111.03	11.103	29	F	NJ
1102	81.97	8.197	38	F	MD
419	75.28	7.528	38	F	DC
5851	101.68	10.168	41	F	VA
2242	88.22	8.822	28	F	PA
1503	84.62	8.462	43	F	MD
6943	119.4	11.94	40	M	DC
7084	107	10.7	25	F	VA
3436	86.63	8.663	29	M	VA
1906	78.13	7.813	25	M	DC
5401	97.85	9.785	34	M	DC
7855	111.2	11.12	34	F	MD
7197	107.52	10.752	37	F	Canada
3297	85.9	8.59	34	M	VA
6788	114.72	11.472	59	M	MD
2615	89.88	8.988	42	F	VA
4614	92.93	9.293	39	M	VA
1853	86.52	8.652	49	F	MD
7001	121.55	12.155	40	M	VA
1519	75.83	7.583	57	M	PA
2066	79	7.9	46	M	DE
5170	96.37	9.637	33	M	MD
584	77.23	7.723	44	F	NY
2761	90.47	9.047	49	F	DC
1718	77.08	7.708	54	M	MD
8551	116.2	11.62	26	F	VA
4779	93.95	9.395	27	M	VA
2412	81	8.1	37	M	MD
6042	103.27	10.327	32	M	DC
1216	73.67	7.367	30	M	DC
5239	96.82	9.682	34	M	DC
5744	100.57	10.057	46	M	CT
221	71.73	7.173	29	F	OR
439	66.12	6.612	31	M	PA
7188	147.18	14.718	39	M	VA
9107	122.48	12.248	26	F	VA
296	63.85	6.385	29	M	VA
3123	85.03	8.503	33	M	VA
8894	119.58	11.958	18	F	MD
269	72.95	7.295	23	F	DC
8075	112.83	11.283	31	F	DC
782	79.35	7.935	36	F	VA
1302	83.35	8.335	34	F	MD
3344	86.15	8.615	34	M	VA
3897	88.93	8.893	23	M	DC
9592	134.88	13.488	34	F	MD
524	76.5	7.65	28	F	DC
4665	97.38	9.738	29	F	VA
3619	87.57	8.757	42	M	VA
411	65.8	6.58	35	M	DC
9209	124.17	12.417	43	F	MD
97	58.47	5.847	35	M	MD
9328	126.92	12.692	39	F	MD
4207	95.92	9.592	29	F	MD
788	70.02	7.002	48	M	MD
6587	104.65	10.465	35	F	DC
4471	92.15	9.215	42	M	MD
6225	103.22	10.322	33	F	VA
2373	80.78	8.078	42	M	DC
4848	94.4	9.44	28	M	VA
6496	104.28	10.428	25	F	PA
5924	101.97	10.197	35	F	DC
7204	107.55	10.755	33	F	NC
636	68.53	6.853	34	M	MD
2555	81.92	8.192	27	M	VA
1169	82.4	8.24	27	F	DC
68	65.3	6.53	40	F	MD
755	79.1	7.91	34	F	DC
8249	114.05	11.405	29	F	DC
4260	96.03	9.603	25	F	PA
3491	93.4	9.34	40	F	NY
6632	111.47	11.147	33	M	DC
1511	84.67	8.467	41	F	MD
6833	115.77	11.577	26	M	MD
7009	106.57	10.657	32	F	VA
4380	91.67	9.167	41	M	VA
4603	97.23	9.723	25	F	VA
4245	90.83	9.083	50	M	MD
7411	108.45	10.845	27	F	VA
6965	120.05	12.005	55	M	NY
6484	104.23	10.423	26	F	NC
2871	83.75	8.375	49	M	MD
6163	104.52	10.452	44	M	VA
7249	107.73	10.773	29	F	PA
7489	108.93	10.893	28	F	VA
5939	102.05	10.205	37	F	VA
2001	78.62	7.862	40	M	VA
3857	94.7	9.47	28	F	DC
2443	89.1	8.91	25	F	VA
7794	110.82	11.082	30	F	VA
2753	83.08	8.308	48	M	AE
3366	86.27	8.627	33	M	VA
4426	91.95	9.195	37	M	MD
8803	118.57	11.857	24	F	DC
1384	74.97	7.497	27	M	DC
5090	95.82	9.582	49	M	MD
1718	85.93	8.593	28	F	MD
5137	99	9.9	29	F	DC
166	60.83	6.083	28	M	DC
2020	87.4	8.74	42	F	DC
6604	104.73	10.473	33	F	VA
4054	89.82	8.982	56	M	MD
9101	122.4	12.24	43	F	OH
5211	96.57	9.657	43	M	MD
5510	98.65	9.865	30	M	VA
2676	82.67	8.267	23	M	DC
8787	118.38	11.838	24	F	PA
5586	100.7	10.07	48	F	MD
7057	125.65	12.565	56	M	VA
322	64.33	6.433	51	M	MO
9693	142.82	14.282	64	F	NY
462	75.82	7.582	25	F	DC
8505	115.78	11.578	39	F	VA
5948	102.47	10.247	51	M	DC
83	66.38	6.638	24	F	VA
4707	97.5	9.75	31	F	DC
1350	74.78	7.478	25	M	DC
1295	83.28	8.328	25	F	VA
4331	96.25	9.625	50	F	MD
1977	87.18	8.718	30	F	NY
2808	83.4	8.34	58	M	MD
8698	117.52	11.752	29	F	VA
2421	81.08	8.108	50	M	VA
4500	92.32	9.232	43	M	VA
5836	101.62	10.162	29	F	MD
2395	80.9	8.09	44	M	VA
1171	73.3	7.33	29	M	DC
6553	104.5	10.45	29	F	DC
6901	106.08	10.608	54	F	VA
5350	99.83	9.983	30	F	VA
9632	137.13	13.713	65	F	MA
5602	99.42	9.942	27	M	MD
277	63.38	6.338	31	M	MD
8020	112.37	11.237	28	F	DC
7936	111.78	11.178	51	F	MD
1464	84.43	8.443	35	F	DC
6232	103.27	10.327	28	F	MD
1714	85.92	8.592	34	F	MD
2579	89.7	8.97	27	F	DC
4506	96.93	9.693	44	F	MD
8759	118.08	11.808	24	F	DC
6134	102.82	10.282	33	F	NJ
2142	79.35	7.935	32	M	NC
6743	113.77	11.377	29	M	DC
5670	100	10	55	M	PA
3463	93.3	9.33	29	F	MA
3565	87.27	8.727	44	M	VA
5925	102.23	10.223	40	M	VA
2428	89.05	8.905	55	F	MD
3734	88.08	8.808	26	M	VA
8103	113	11.3	67	F	VA
7677	110.05	11.005	56	F	KY
7246	107.73	10.773	24	F	MD
2692	90.2	9.02	29	F	PA
5638	100.87	10.087	36	F	MD
8067	112.77	11.277	29	F	DC
6883	105.98	10.598	25	F	VA
6265	103.4	10.34	25	F	DC
4050	89.78	8.978	41	M	MD
4211	90.67	9.067	28	M	PA
6941	119.33	11.933	57	M	VA
4485	92.22	9.222	32	M	DC
6150	104.37	10.437	28	M	DC
1573	85.12	8.512	22	F	PA
3223	92.4	9.24	24	F	MA
7956	111.95	11.195	41	F	VA
3249	92.53	9.253	26	F	DC
326	64.38	6.438	32	M	VA
9072	121.9	12.19	41	F	MD
2744	90.38	9.038	24	F	VA
3402	86.47	8.647	26	M	DC
5543	100.55	10.055	46	F	MD
6668	112.07	11.207	42	M	MD
1146	73.13	7.313	24	M	DC
6288	103.52	10.352	36	F	VA
8559	116.25	11.625	39	F	VA
4059	89.87	8.987	33	M	OH
3381	86.35	8.635	36	M	MA
1565	85.07	8.507	28	F	MD
8362	114.78	11.478	59	F	VA
5974	102.2	10.22	41	F	VA
1698	76.92	7.692	29	M	VA
745	69.65	6.965	40	M	VA
2482	81.48	8.148	45	M	MD
2402	88.9	8.89	73	F	PA
1528	84.8	8.48	30	F	MA
3521	93.55	9.355	24	F	DC
5943	102.37	10.237	30	M	DC
4464	92.12	9.212	30	M	MD
4888	98.12	9.812	28	F	DC
9374	128.03	12.803	33	F	DC
6608	104.75	10.475	36	F	VA
7081	128.13	12.813	27	M	VA
5673	100.98	10.098	26	F	
984	81.05	8.105	42	F	MD
6124	102.78	10.278	26	F	VA
7302	107.92	10.792	30	F	VA
4116	90.13	9.013	34	M	VA
2901	83.92	8.392	21	M	DC
3645	93.93	9.393	31	F	VA
2966	84.38	8.438	35	M	VA
9414	128.75	12.875	29	F	MD
746	69.65	6.965	25	M	VA
7800	110.87	11.087	42	F	MD
3869	88.77	8.877	37	M	VA
4710	97.52	9.752	40	F	DC
8424	115.23	11.523	35	F	VA
5795	101.45	10.145	44	F	DC
4516	92.37	9.237	40	M	MD
598	68.08	6.808	50	M	NH
9313	126.67	12.667	45	F	VA
1584	85.17	8.517	25	F	MA
6255	105.8	10.58	57	M	VA
5275	97.1	9.71	47	M	MD
5482	98.42	9.842	41	M	VA
2521	81.73	8.173	32	M	VA
3554	93.67	9.367	53	F	CT
1768	77.38	7.738	60	M	DC
7593	109.58	10.958	33	F	VA
4625	97.3	9.73	26	F	DC
6560	104.53	10.453	28	F	VA
3256	85.68	8.568	41	M	VA
2636	82.45	8.245	35	M	MD
3543	93.62	9.362	31	F	NY
5333	99.77	9.977	34	F	VA
2532	89.48	8.948	34	F	DC
6184	103.03	10.303	25	F	VA
6713	112.95	11.295	47	M	VA
7858	111.22	11.122	33	F	MD
1580	76.2	7.62	67	M	IL
5635	99.73	9.973	35	M	VA
4114	90.13	9.013	29	M	VA
2008	78.67	7.867	38	M	NC
5017	95.4	9.54	25	M	VA
2988	91.43	9.143	22	F	DC
7040	124.17	12.417	47	M	VA
3017	91.6	9.16	49	F	NC
1796	86.28	8.628	30	F	MD
6020	103.07	10.307	33	M	DC
4980	95.15	9.515	45	M	DC
4813	97.85	9.785	27	F	VA
462	66.48	6.648	30	M	DC
1904	78.1	7.81	63	M	MD
6794	105.5	10.55	29	F	DC
271	73	7.3	32	F	MD
3585	87.42	8.742	30	M	MD
3950	95.07	9.507	49	F	VA
2952	91.28	9.128	23	F	DC
214	71.37	7.137	62	F	CO
425	75.4	7.54	30	F	TX
2276	80.12	8.012	43	M	NC
3055	84.77	8.477	48	M	NY
6125	102.8	10.28	32	F	NY
2588	89.73	8.973	33	F	VA
9228	124.6	12.46	65	F	MD
4339	91.43	9.143	43	M	NY
6854	116.68	11.668	40	M	MD
3590	87.43	8.743	37	M	DC
2466	89.18	8.918	45	F	CT
3281	92.63	9.263	29	F	DC
6614	111.22	11.122	38	M	NY
1385	74.98	7.498	36	M	VA
2748	83.07	8.307	25	M	VA
4594	92.8	9.28	25	M	VA
4661	97.37	9.737	23	F	VA
5706	100.23	10.023	42	M	VA
6026	103.12	10.312	66	M	FL
986	81.07	8.107	51	F	DC
5819	101.13	10.113	42	M	NJ
6405	103.97	10.397	27	F	DC
1040	72.32	7.232	40	M	VA
3931	94.98	9.498	34	F	NY
4557	97.08	9.708	31	F	VA
4055	95.4	9.54	39	F	MD
4571	92.67	9.267	35	M	NY
3773	94.4	9.44	30	F	VA
5434	100.12	10.012	24	F	VA
3238	85.62	8.562	29	M	DC
8673	117.37	11.737	24	F	DC
4910	98.18	9.818	37	F	VA
6311	103.6	10.36	42	F	MD
6608	111.15	11.115	62	M	PA
6022	103.1	10.31	62	M	SC
4708	93.53	9.353	56	M	VA
577	77.12	7.712	31	F	DC
1806	86.33	8.633	20	F	VA
3989	89.42	8.942	44	M	MD
326	73.78	7.378	37	F	VA
6997	106.5	10.65	30	F	DC
4146	90.32	9.032	35	M	DC
2942	91.22	9.122	23	F	DC
2075	87.6	8.76	23	F	DC
1437	75.38	7.538	31	M	MD
5342	99.82	9.982	23	F	DC
3083	84.88	8.488	24	M	VA
4665	93.25	9.325	56	M	MD
4535	92.45	9.245	57	M	MA
9402	128.45	12.845	27	F	VA
6836	115.9	11.59	35	M	NY
3283	85.83	8.583	52	M	VA
6676	112.18	11.218	40	M	DC
5581	100.67	10.067	24	F	VA
8835	118.9	11.89	28	F	DC
297	73.33	7.333	38	F	MD
4061	95.42	9.542	25	F	DC
7889	111.43	11.143	54	F	VA
1030	72.25	7.225	29	M	VA
8618	116.92	11.692	24	F	DC
6996	121.45	12.145	31	M	VA
1896	78.05	7.805	28	M	VA
6040	102.47	10.247	39	F	VA
6208	105.17	10.517	28	M	VA
5650	100.88	10.088	31	F	GA
3645	87.68	8.768	27	M	PA
4452	96.75	9.675	50	F	VA
2909	83.95	8.395	53	M	VA
5780	100.8	10.08	49	M	MD
7697	110.18	11.018	27	F	DC
7792	110.8	11.08	63	F	VA
4377	96.42	9.642	27	F	DC
6358	107.13	10.713	29	M	NJ
9389	128.22	12.822	27	F	VA
2114	79.2	7.92	29	M	DC
9420	128.87	12.887	36	F	MD
7763	110.58	11.058	36	F	VA
6453	104.1	10.41	46	F	MD
947	71.55	7.155	27	M	DC
5970	102.63	10.263	48	M	MD
5454	100.18	10.018	26	F	PA
4638	93.08	9.308	35	M	MD
1980	87.18	8.718	29	F	DC
346	74.23	7.423	30	F	NY
1060	72.5	7.25	27	M	DC
7052	106.8	10.68	53	F	MD
7788	110.77	11.077	40	F	VA
2352	80.67	8.067	24	M	VA
1996	87.3	8.73	31	F	VA
6552	109.72	10.972	30	M	VA
594	77.3	7.73	35	F	PA
7881	111.4	11.14	26	F	VA
6153	102.88	10.288	38	F	MD
4487	92.22	9.222	26	M	MD
8124	113.1	11.31	43	F	VA
6332	106.78	10.678	31	M	MD
125	59.62	5.962	25	M	DC
5807	101.03	10.103	32	M	VA
2581	89.7	8.97	43	F	MD
8001	112.27	11.227	32	F	VA
731	78.88	7.888	42	F	PA
565	76.98	7.698	25	F	MD
4340	96.3	9.63	19	F	TN
5513	100.43	10.043	70	F	VA
1629	76.52	7.652	27	M	DC
3228	92.42	9.242	27	F	MD
5473	98.33	9.833	42	M	MD
3764	94.37	9.437	48	F	WV
6890	117.57	11.757	31	M	DC
4724	97.55	9.755	41	F	DC
3160	85.23	8.523	45	M	VA
5400	97.85	9.785	34	M	DC
4042	95.33	9.533	34	F	MD
1765	77.38	7.738	47	M	DC
2086	79.07	7.907	29	M	DC
767	69.82	6.982	33	M	DC
5096	95.83	9.583	29	M	VA
3945	95.05	9.505	29	F	DC
7111	130.63	13.063	62	M	MD
5234	96.78	9.678	39	M	MD
3458	86.78	8.678	37	M	VA
9270	125.62	12.562	51	F	MD
829	79.72	7.972	25	F	TN
2395	88.88	8.888	44	F	DC
5004	95.32	9.532	28	M	VA
3606	93.82	9.382	50	F	VA
3574	87.35	8.735	26	M	DC
1369	74.88	7.488	26	M	VA
1194	73.47	7.347	27	M	VA
7703	110.22	11.022	38	F	VA
4220	95.95	9.595	28	F	DC
8672	117.35	11.735	57	F	MD
1290	83.28	8.328	30	F	MD
146	69.05	6.905	37	F	NJ
5418	100.08	10.008	27	F	DC
7610	109.68	10.968	29	F	DC
8366	114.87	11.487	29	F	NC
6000	102.32	10.232	48	F	NJ
5739	100.48	10.048	52	M	VA
861	70.77	7.077	58	M	VA
2952	84.3	8.43	34	M	DC
6826	115.62	11.562	41	M	VA
3193	92.25	9.225	48	F	MD
888	80.25	8.025	34	F	DC
7401	108.42	10.842	24	F	NY
3099	91.87	9.187	28	F	VA
4216	90.7	9.07	43	M	MD
5588	99.35	9.935	43	M	PA
4119	95.65	9.565	30	F	MD
6458	104.12	10.412	30	F	DC
3446	86.72	8.672	33	M	DC
8490	115.67	11.567	30	F	DC
2244	79.95	7.995	30	M	VA
1485	84.52	8.452	34	F	MD
5886	101.82	10.182	33	F	VA
5057	95.67	9.567	37	M	VA
2321	88.57	8.857	35	F	NC
5144	99.02	9.902	35	F	VA
6622	111.35	11.135	54	M	MD
3370	86.28	8.628	34	M	MO
3826	88.58	8.858	29	M	PA
4121	95.65	9.565	47	F	VA
5988	102.8	10.28	28	M	VA
3712	87.97	8.797	35	M	DC
4206	95.92	9.592	47	F	VA
6433	108.03	10.803	26	M	FL
7101	129.78	12.978	30	M	VA
9669	139.4	13.94	24	F	DC
9122	122.67	12.267	36	F	FL
2530	81.8	8.18	55	M	DC
4559	97.08	9.708	33	F	DC
5300	97.22	9.722	52	M	MD
5780	101.4	10.14	28	F	DC
7628	109.83	10.983	43	F	OH
4341	91.45	9.145	42	M	VA
2299	88.48	8.848	32	F	VA
4933	98.28	9.828	26	F	DC
357	64.87	6.487	39	M	VA
5632	99.7	9.97	35	M	VA
4479	96.85	9.685	40	F	VA
4605	97.25	9.725	31	F	MA
1854	86.52	8.652	25	F	DC
5655	99.92	9.992	36	M	VA
5163	99.08	9.908	30	F	DC
120	67.88	6.788	39	F	VA
5703	100.2	10.02	28	M	DC
2373	88.8	8.88	26	F	MD
8738	117.87	11.787	47	F	MD
5677	100.05	10.005	29	M	VA
5584	100.68	10.068	44	F	MD
5182	96.43	9.643	28	M	VA
5863	101.57	10.157	54	M	VA
2584	89.72	8.972	29	F	DC
971	80.92	8.092	28	F	DC
1869	86.62	8.662	30	F	MD
3741	94.28	9.428	38	F	MD
3372	86.28	8.628	34	M	VA
3071	84.83	8.483	35	M	VA
99	66.93	6.693	24	F	NJ
5365	97.58	9.758	37	M	VA
5983	102.73	10.273	36	M	VA
1470	75.58	7.558	27	M	VA
4998	95.27	9.527	49	M	DC
5350	97.5	9.75	26	M	VA
1204	73.58	7.358	46	M	MD
4098	90.07	9.007	43	M	MD
2916	91.13	9.113	46	F	NC
1380	83.87	8.387	32	F	DC
3345	92.85	9.285	27	F	VA
5573	99.23	9.923	22	M	DC
6615	104.77	10.477	29	F	DC
3087	84.9	8.49	32	M	VA
6364	103.8	10.38	50	F	VA
148	60.18	6.018	31	M	DC
2613	82.3	8.23	40	M	MD
7312	107.95	10.795	31	F	MD
4670	93.28	9.328	29	M	MD
5483	100.27	10.027	27	F	VA
8767	118.17	11.817	24	F	VA
6521	104.4	10.44	48	F	DE
234	72.1	7.21	25	F	DC
7269	107.82	10.782	31	F	VA
3595	93.78	9.378	29	F	PA
6842	105.78	10.578	42	F	PA
6698	105.08	10.508	38	F	VA
7194	107.52	10.752	33	F	DC
3481	86.88	8.688	29	M	DC
4580	97.17	9.717	28	F	VA
6676	104.98	10.498	25	F	DC
4628	93	9.3	29	M	VA
7300	107.9	10.79	25	F	DC
806	70.23	7.023	38	M	NC
2478	81.45	8.145	23	M	VA
6292	103.52	10.352	32	F	VA
5149	96.27	9.627	40	M	NH
30	62.18	6.218	42	F	PR
3213	92.37	9.237	26	F	MD
8342	114.65	11.465	47	F	PA
4506	92.33	9.233	26	M	DC
3048	91.7	9.17	23	F	MD
1892	86.73	8.673	32	F	PA
518	76.42	7.642	25	F	MD
5757	101.3	10.13	40	F	VA
5458	100.2	10.02	41	F	VA
2844	83.58	8.358	32	M	DC
9664	139.22	13.922	33	F	VA
3538	87.12	8.712	32	M	MD
1955	87.07	8.707	43	F	PA
8476	115.55	11.555	45	F	VA
8100	112.98	11.298	27	F	MD
7029	106.68	10.668	58	F	VA
2475	89.23	8.923	47	F	MD
3341	86.13	8.613	26	M	VA
3849	88.7	8.87	27	M	VA
2277	88.38	8.838	43	F	MD
7202	107.53	10.753	35	F	NY
2913	83.95	8.395	37	M	DC
5093	98.87	9.887	30	F	VA
3067	84.83	8.483	65	M	NJ
5736	100.47	10.047	34	M	DC
6657	111.85	11.185	57	M	MD
3702	94.17	9.417	30	F	VA
723	69.48	6.948	46	M	MD
1542	84.93	8.493	58	F	MT
6888	117.47	11.747	25	M	MD
2710	90.28	9.028	32	F	DC
2995	91.47	9.147	28	F	VA
7442	108.62	10.862	23	F	VA
8773	118.25	11.825	25	F	MD
858	70.7	7.07	24	M	VA
4375	96.42	9.642	25	F	NY
3644	87.68	8.768	41	M	FL
7153	107.32	10.732	26	F	VA
4753	97.67	9.767	34	F	MA
9331	126.93	12.693	23	F	VA
5204	99.27	9.927	32	F	MA
8091	112.9	11.29	31	F	DC
620	77.63	7.763	24	F	VA
4730	93.68	9.368	35	M	DC
624	77.68	7.768	40	F	MD
6073	103.55	10.355	64	M	VA
8106	113	11.3	35	F	VA
2419	81.07	8.107	42	M	MD
371	65.05	6.505	25	M	DC
1207	73.6	7.36	33	M	VA
5382	99.93	9.993	27	F	MD
7946	111.85	11.185	58	F	NH
7776	110.68	11.068	26	F	NY
2146	87.85	8.785	33	F	VA
695	78.45	7.845	54	F	MD
7062	126.32	12.632	28	M	MD
1662	76.7	7.67	41	M	VA
2496	89.32	8.932	40	F	MD
3880	88.83	8.883	40	M	PA
3609	93.82	9.382	38	F	MD
4572	92.67	9.267	26	M	MD
4593	92.8	9.28	42	M	VA
1076	81.73	8.173	29	F	DC
9278	125.8	12.58	39	F	OH
4217	95.95	9.595	27	F	VA
7471	108.8	10.88	33	F	VA
2273	88.37	8.837	25	F	VA
6045	102.48	10.248	21	F	PA
3398	93.1	9.31	34	F	DC
7533	109.18	10.918	27	F	DC
3025	84.63	8.463	30	M	MD
3630	93.92	9.392	25	F	VA
5429	100.1	10.01	28	F	VA
3781	88.35	8.835	37	M	MD
5226	99.33	9.933	46	F	MD
8947	120.23	12.023	33	F	DC
1987	87.23	8.723	32	F	DC
1436	75.37	7.537	36	M	MD
3062	84.8	8.48	24	M	VA
2419	89	8.9	26	F	NY
5701	101.07	10.107	31	F	MD
8849	119.03	11.903	52	F	MD
5151	96.28	9.628	42	M	PA
4683	93.37	9.337	23	M	VA
7919	111.65	11.165	26	F	VA
6617	104.78	10.478	32	F	VA
987	81.08	8.108	25	F	MD
909	71.18	7.118	26	M	MD
631	77.82	7.782	30	F	MD
6240	105.62	10.562	42	M	IL
136	68.8	6.88	26	F	NY
2310	80.37	8.037	55	M	NY
361	64.88	6.488	30	M	VA
6255	103.35	10.335	44	F	NC
4721	97.55	9.755	27	F	MD
7190	147.5	14.75	35	M	VA
1273	74.13	7.413	29	M	DC
5197	99.23	9.923	73	F	VA
5195	96.5	9.65	31	M	DC
4750	93.78	9.378	28	M	VA
807	70.25	7.025	50	M	VA
4082	95.5	9.55	25	F	VA
3193	85.42	8.542	49	M	VA
3633	87.67	8.767	47	M	VA
8570	116.38	11.638	32	F	DC
3136	91.98	9.198	27	F	NY
2564	89.63	8.963	29	F	MD
4075	89.92	8.992	32	M	NY
1967	78.37	7.837	22	M	DC
7310	107.95	10.795	27	F	DC
9683	140.55	14.055	37	F	VA
6436	108.1	10.81	41	M	VA
1310	74.45	7.445	33	M	VA
4542	92.47	9.247	63	M	MD
8661	117.25	11.725	22	F	MD
3569	93.72	9.372	35	F	MD
3895	88.92	8.892	38	M	VA
4893	98.13	9.813	28	F	DC
5544	98.9	9.89	28	M	MD
6090	102.68	10.268	40	F	MD
317	64.28	6.428	27	M	DC
7217	107.6	10.76	55	F	VA
7165	107.37	10.737	30	F	DC
